,Mintimes,Mintypes,Errors,Units,Data_group,Ecorr,OC,Weights
76,2456763.89394,0,1e-05,,Literature,7121.0,2.403371036052704e-05,9999999999.999998
77,2456778.93859,0,1e-05,,Literature,7214.0,2.2555701434612274e-05,9999999999.999998
78,2456779.90924,0,1e-05,,Literature,7220.0,4.98797744512558e-05,9999999999.999998
79,2456780.87986,0,1e-05,,Literature,7226.0,4.720408469438553e-05,9999999999.999998
80,2456781.85042,0,1e-05,,Literature,7232.0,-1.5472061932086945e-05,9999999999.999998
81,2455960.703707,0,1e-05,,Literature,2156.0,5.5423472076654434e-05,9999999999.999998
82,2455966.527447,0,1e-05,,Literature,2192.0,5.9368088841438293e-05,9999999999.999998
83,2456055.339417,0,1e-05,,Literature,2741.0,5.451356992125511e-05,9999999999.999998
84,2456184.270457,0,1e-05,,Literature,3538.0,4.905182868242264e-05,9999999999.999998
85,2456366.424034,0,1e-05,,Literature,4664.0,0.00010385597124695778,9999999999.999998
86,2456394.410294,0,1e-05,,Literature,4837.0,7.669813930988312e-05,9999999999.999998
87,2456461.383233,0,1e-05,,Literature,5251.0,5.105370655655861e-05,9999999999.999998
88,2456482.413413,0,1e-05,,Literature,5381.0,7.307389751076698e-05,9999999999.999998
89,2456706.627268,0,1e-05,,Literature,6767.0,8.991779759526253e-05,9999999999.999998
90,2456714.554008,0,1e-05,,Literature,6816.0,7.806392386555672e-05,9999999999.999998
91,2456738.495997,0,1e-05,,Literature,6964.0,4.105595871806145e-05,9999999999.999998
92,2456747.393407,0,1e-05,,Literature,7019.0,7.652631029486656e-05,9999999999.999998
93,2456809.351486,0,1e-05,,Literature,7402.0,7.470790296792984e-05,9999999999.999998
94,2456858.367895,0,1e-05,,Literature,7705.0,3.856979310512543e-05,9999999999.999998
95,2456945.238653,0,1e-05,,Literature,8242.0,6.706779822707176e-05,9999999999.999998
97,2457185.467748,0,1e-05,,Literature,9727.0,4.975777119398117e-05,9999999999.999998
98,2457503.346624,0,1e-05,,Literature,11692.0,-6.319023668766022e-07,9999999999.999998
99,2457764.605901,0,1e-05,,Literature,13307.0,6.077811121940613e-06,9999999999.999998
100,2457853.417861,0,1e-05,,Literature,13856.0,-8.775852620601654e-06,9999999999.999998
101,2457892.404551,0,1e-05,,Literature,14097.0,3.737863153219223e-06,9999999999.999998
102,2457918.449511,0,1e-05,,Literature,14258.0,-7.806811481714249e-05,9999999999.999998
103,2457926.376312,0,1e-05,,Literature,14307.0,-2.8921756893396378e-05,9999999999.999998
104,2457957.436203,0,1e-05,,Literature,14499.0,-6.355391815304756e-05,9999999999.999998
105,2457966.333591,0,1e-05,,Literature,14554.0,-5.008373409509659e-05,9999999999.999998
106,2457988.334321,0,1e-05,,Literature,14690.0,-0.00010073976591229439,9999999999.999998
107,2457994.319881,0,1e-05,,Literature,14727.0,-4.724226891994476e-05,9999999999.999998
108,2458178.576424,0,1e-05,,Literature,15866.0,-4.2236410081386566e-05,9999999999.999998
109,2458258.491005,0,1e-05,,Literature,16360.0,-6.155995652079582e-05,9999999999.999998
110,2458330.478886,0,1e-05,,Literature,16805.0,-2.903025597333908e-05,9999999999.999998
111,2458604.356211,0,1e-05,,Literature,18498.0,-6.910786032676697e-05,9999999999.999998
112,2458727.301773,0,1e-05,,Literature,19258.0,-4.6067871153354645e-05,9999999999.999998
113,2458942.618229,0,1e-05,,Literature,20589.0,-5.369400605559349e-05,9999999999.999998
114,2458946.338959,0,1e-05,,Literature,20612.0,-4.395190626382828e-05,9999999999.999998
115,2458946.500699,0,1e-05,,Literature,20613.0,-7.43982382118702e-05,9999999999.999998
116,2458955.8834,0,1e-05,,Literature,20671.0,-5.92661090195179e-05,9999999999.999998
117,2458956.04517,0,1e-05,,Literature,20672.0,-5.971221253275871e-05,9999999999.999998
118,2458968.33972,0,1e-05,,Literature,20748.0,-6.360793486237526e-05,9999999999.999998
119,2458969.31037,0,1e-05,,Literature,20754.0,-3.6283861845731735e-05,9999999999.999998
120,2458981.92845,0,1e-05,,Literature,20832.0,-5.107233300805092e-05,9999999999.999998
121,2458982.25196,0,1e-05,,Literature,20834.0,-8.196430280804634e-05,9999999999.999998
122,2459074.461113,0,1e-05,,Literature,21404.0,-8.318433538079262e-05,9999999999.999998
123,2459089.344004,0,1e-05,,Literature,21496.0,-7.321592420339584e-05,9999999999.999998
124,2459108.271134,0,1e-05,,Literature,21613.0,-8.539808914065361e-05,9999999999.999998
126,2458965.4278,0,1e-05,,Literature,20730.0,-0.00011557992547750473,9999999999.999998
127,2455860.567775,0,1.2e-05,,Literature,1537.0,2.949777990579605e-05,6944444444.444444
128,2455611.926569,0,1e-05,,Literature,-0.0,-1.000240445137024e-06,9999999999.999998
129,2455806.698204,0,1e-05,,Literature,1204.0,1.70157290995121e-05,9999999999.999998
130,2455653.986899,0,9e-06,,Literature,260.0,1.3039913028478622e-05,12345679012.345678
131,2455682.94382,0,9e-06,,Literature,439.0,2.4206005036830902e-05,12345679012.345678
132,2455685.85566,0,9e-06,,Literature,457.0,-3.822147846221924e-06,12345679012.345678
133,2455690.870566,0,9e-06,,Literature,488.0,1.8352176994085312e-05,12345679012.345678
136,2460388.522479,0,1e-05,,Literature,29527.0,-5.00422902405262e-05,9999999999.999998
137,2460388.522489,0,1e-05,,Literature,29527.0,-4.00422140955925e-05,9999999999.999998
138,2460418.611769,0,1e-05,,Literature,29713.0,-6.299791857600212e-05,9999999999.999998
139,2460418.611779,0,1e-05,,Literature,29713.0,-5.299784243106842e-05,9999999999.999998
140,2460434.465309,0,1e-05,,Literature,29811.0,-2.6706140488386154e-05,9999999999.999998
141,2460434.465309,0,1e-05,,Literature,29811.0,-2.6706140488386154e-05,9999999999.999998
142,2460515.512268,0,1e-05,,Literature,30312.0,-6.115250289440155e-05,9999999999.999998
143,2459375.030613,0,1e-05,,Literature,23262.0,-7.185200229287148e-05,9999999999.999998
144,2459375.192413,0,1e-05,,Literature,23263.0,-4.2298343032598495e-05,9999999999.999998
145,2460415.53809443,0,3.7375141613e-05,,This Study,29694.0,-9.909411892294884e-05,715870236.5046594
146,2460369.59533181,0,2.060282115e-05,,This Study,29410.0,-5.505001172423363e-05,2355844467.4252644
148,2460543.33682419,0,1.4173017453e-05,,This Study,30484.0,-2.1674204617738724e-05,4978234567.9744625
149,2460128.395626,0,1.3108730215e-05,,This Study,27919.0,-2.5874003767967224e-05,5819407225.374403
150,2459997.52330312,0,1.048731231e-05,,This Study,27110.0,-5.7940371334552765e-05,9092254786.981064
151,2460466.495854,0,1e-05,,This Study,30009.0,-3.0014198273420334e-05,9999999999.999998
152,2460410.52328059,0,5.781980309e-06,,This Study,29663.0,-2.910848706960678e-05,29912091688.455727
153,2460446.43636324,0,3.5236935258e-05,,This Study,29885.0,1.452956348657608e-05,805385382.4360213
154,2460359.56558752,0,1.7310878151e-05,,This Study,29348.0,-3.168778494000435e-05,3337042986.5489993
155,2460801.36071109,0,1.514e-05,,This Study,32079.0,3.855675458908081e-06,4362628675.732791
156,2460405.50841512,0,1.4894641754e-05,,This Study,29632.0,-1.07521191239357e-05,4507542974.656209
157,2460080.51155645,0,1.3159797888e-05,,This Study,27623.0,-4.3408479541540146e-05,5774329487.076561
158,2460053.49588743,0,7.360066103e-06,,This Study,27456.0,-4.7946348786354065e-05,18460207154.386482
159,2460388.52246676,0,5.43797e-05,,AAVSO,29527.0,-6.228219717741013e-05,338163231.7414804
160,2458955.39806702,0,4.25743e-05,,AAVSO,20668.0,-8.090818300843239e-05,551702520.1747215
161,2459098.4031726,0,4.23525e-05,,AAVSO,21552.0,-4.9591995775699615e-05,557496182.3445413
162,2460332.71174661,0,4.05361e-05,,AAVSO,29182.0,2.1437648683786392e-05,608577756.2434695
163,2459304.4986926,0,3.44387e-05,,AAVSO,22826.0,-7.779616862535477e-05,843153217.2692044
164,2459041.45998095,0,3.40303e-05,,AAVSO,21200.0,-4.424992948770523e-05,863512133.9250915
165,2460088.43828278,0,3.37571e-05,,AAVSO,27672.0,-6.893230602145195e-05,877545693.9273366
166,2460107.52723802,0,3.19653e-05,,AAVSO,27790.0,-2.632010728120804e-05,978683869.8385516
167,2460411.49388249,0,2.76071e-05,,AAVSO,29669.0,-4.9884431064128876e-05,1312074282.8520796
168,2460317.66702967,0,2.71575e-05,,AAVSO,29089.0,-4.402408376336098e-05,1355877405.2597823
169,2460513.40930603,0,2.51689e-05,,AAVSO,30299.0,-7.324386388063431e-06,1578597931.951929
170,2460038.45123119,0,2.09683e-05,,AAVSO,27363.0,-5.2708201110363007e-05,2274435141.474444
171,2459664.43794239,0,2.04483e-05,,AAVSO,25051.0,-7.035629823803902e-05,2391583694.2691298
172,2460434.46530158,0,1.79944e-05,,AAVSO,29811.0,-3.412645310163498e-05,3088341088.6206465
173,2460359.56557299,0,1.78041e-05,,AAVSO,29348.0,-4.621781408786774e-05,3154713688.1685953
174,2460515.51230068,0,1.70031e-05,,AAVSO,30312.0,-2.847239375114441e-05,3458945999.485063
175,2460797.316474,0,1.63468e-05,,AAVSO,32054.0,2.791592851281166e-05,3742264688.7420235
176,2460418.61177418,0,1.20964e-05,,AAVSO,29713.0,-5.781790241599083e-05,6834200580.447573
177,2458966.560254,0,7.7e-05,,TESS Sector 24,20737.0,-5.4702162742614746e-05,168662506.32484397
178,2458975.457632,0,7.7e-05,,TESS Sector 24,20792.0,-5.123205482959747e-05,168662506.32484397
179,2458960.412983,0,7.5e-05,,TESS Sector 24,20699.0,-4.875427111983299e-05,177777777.77777782
180,2458974.486971,0,6.4e-05,,TESS Sector 24,20786.0,-8.955597877502441e-05,244140625.0
181,2458975.295873,0,6.4e-05,,TESS Sector 24,20791.0,-3.978610038757324e-05,244140625.0
182,2458980.796035,0,5.9e-05,,TESS Sector 24,20825.0,-7.295003160834312e-05,287273771.9046251
183,2458960.089453,0,5e-05,,TESS Sector 24,20697.0,-3.7861987948417664e-05,400000000.0
184,2458960.574763,0,4.8e-05,,TESS Sector 24,20700.0,-3.9200298488140106e-05,434027777.77777773
185,2458973.516407,0,4.8e-05,,TESS Sector 24,20780.0,-3.088032826781273e-05,434027777.77777773
186,2458976.104703,0,4.7e-05,,TESS Sector 24,20796.0,-6.20163045823574e-05,452693526.48257136
187,2458959.60413,0,4.6e-05,,TESS Sector 24,20694.0,-4.952447488903999e-05,472589792.06049144
188,2458966.074918,0,4.5e-05,,TESS Sector 24,20734.0,-7.936405017971992e-05,493827160.4938271
189,2458976.91356,0,4.5e-05,,TESS Sector 24,20801.0,-5.7246536016464233e-05,493827160.4938271
190,2458980.148968,0,4.5e-05,,TESS Sector 24,20821.0,-5.816621705889702e-05,493827160.4938271
191,2458959.765882,0,4.4e-05,,TESS Sector 24,20695.0,-6.797024980187416e-05,516528925.6198347
192,2458960.251173,0,4.4e-05,,TESS Sector 24,20698.0,-8.830847218632698e-05,516528925.6198347
193,2458974.9723,0,4.2e-05,,TESS Sector 24,20789.0,-7.189391180872917e-05,566893424.0362812
194,2458976.26648,0,4.2e-05,,TESS Sector 24,20797.0,-5.5462121963500977e-05,566893424.0362812
195,2458976.590031,0,4.2e-05,,TESS Sector 24,20799.0,-4.535447806119919e-05,566893424.0362812
196,2458979.50188,0,4.2e-05,,TESS Sector 24,20817.0,-6.438232958316803e-05,566893424.0362812
197,2458963.163083,0,4.1e-05,,TESS Sector 24,20716.0,-4.63360920548439e-05,594883997.620464
198,2458963.810171,0,4.1e-05,,TESS Sector 24,20720.0,-4.011997953057289e-05,594883997.620464
199,2458961.060112,0,4e-05,,TESS Sector 24,20703.0,-1.5380792319774628e-06,624999999.9999999
200,2458979.825421,0,4e-05,,TESS Sector 24,20819.0,-6.427429616451263e-05,624999999.9999999
201,2458962.67772,0,3.9e-05,,TESS Sector 24,20713.0,-9.799795225262642e-05,657462195.9237344
202,2458973.678184,0,3.9e-05,,TESS Sector 24,20781.0,-2.43261456489563e-05,657462195.9237344
203,2458963.001262,0,3.8e-05,,TESS Sector 24,20715.0,-9.689014405012131e-05,692520775.6232686
204,2458963.971934,0,3.8e-05,,TESS Sector 24,20721.0,-4.756590351462364e-05,692520775.6232686
205,2458967.692638,0,3.8e-05,,TESS Sector 24,20744.0,-6.382400169968605e-05,692520775.6232686
206,2458978.854795,0,3.8e-05,,TESS Sector 24,20813.0,-6.759818643331528e-05,692520775.6232686
208,2458962.515966,0,3.7e-05,,TESS Sector 24,20712.0,-8.155219256877899e-05,730460189.9196494
209,2458962.839552,0,3.7e-05,,TESS Sector 24,20714.0,-3.64440493285656e-05,730460189.9196494
210,2458966.398505,0,3.7e-05,,TESS Sector 24,20736.0,-3.3256132155656815e-05,730460189.9196494
211,2458978.693049,0,3.6e-05,,TESS Sector 24,20812.0,-4.315190017223358e-05,771604938.2716049
212,2458961.383579,0,3.5e-05,,TESS Sector 24,20705.0,-7.543014362454414e-05,816326530.6122451
213,2458967.369055,0,3.5e-05,,TESS Sector 24,20742.0,-0.00010593188926577568,816326530.6122451
214,2458976.751762,0,3.5e-05,,TESS Sector 24,20800.0,-8.480018004775047e-05,816326530.6122451
215,2458979.987253,0,3.5e-05,,TESS Sector 24,20820.0,-2.719927579164505e-06,816326530.6122451
216,2458959.442327,0,3.4e-05,,TESS Sector 24,20693.0,-8.207792416214943e-05,865051903.1141869
217,2458960.736538,0,3.4e-05,,TESS Sector 24,20701.0,-3.4646131098270416e-05,865051903.1141869
218,2458966.236743,0,3.4e-05,,TESS Sector 24,20735.0,-2.4810433387756348e-05,865051903.1141869
219,2458965.751408,0,3.3e-05,,TESS Sector 24,20732.0,-4.84720803797245e-05,918273645.5463728
220,2458966.883776,0,3.3e-05,,TESS Sector 24,20739.0,-7.359450682997704e-05,918273645.5463728
221,2458962.030654,0,3.2e-05,,TESS Sector 24,20709.0,-8.221389725804329e-05,976562500.0
222,2458963.648362,0,3.2e-05,,TESS Sector 24,20719.0,-7.867394015192986e-05,976562500.0
223,2458974.163471,0,3.1e-05,,TESS Sector 24,20784.0,-4.86643984913826e-05,1040582726.3267429
224,2458975.781151,0,3.1e-05,,TESS Sector 24,20794.0,-7.312418892979622e-05,1040582726.3267429
225,2458979.340104,0,3.1e-05,,TESS Sector 24,20816.0,-6.993580609560013e-05,1040582726.3267429
226,2458967.207324,0,3e-05,,TESS Sector 24,20741.0,-6.64861872792244e-05,1111111111.1111112
227,2458980.472516,0,3e-05,,TESS Sector 24,20823.0,-5.1058363169431686e-05,1111111111.1111112
228,2458963.324908,0,2.9e-05,,TESS Sector 24,20717.0,8.217990398406982e-06,1189060642.0927467
229,2458965.427842,0,2.9e-05,,TESS Sector 24,20730.0,-7.35800713300705e-05,1189060642.0927467
230,2458965.913152,0,2.9e-05,,TESS Sector 24,20733.0,-7.491838186979294e-05,1189060642.0927467
231,2458967.045604,0,2.8e-05,,TESS Sector 24,20740.0,-1.6040168702602386e-05,1275510204.0816326
232,2458977.237132,0,2.8e-05,,TESS Sector 24,20803.0,-2.613849937915802e-05,1275510204.0816326
233,2458979.178347,0,2.8e-05,,TESS Sector 24,20815.0,-5.6490302085876465e-05,1275510204.0816326
234,2458963.48665,0,2.7e-05,,TESS Sector 24,20718.0,-2.0228326320648193e-05,1371742112.4828532
235,2458964.619002,0,2.6e-05,,TESS Sector 24,20725.0,-6.134994328022003e-05,1479289940.8284025
236,2458977.398853,0,2.6e-05,,TESS Sector 24,20804.0,-7.5584277510643e-05,1479289940.8284025
237,2458979.016581,0,2.6e-05,,TESS Sector 24,20814.0,-5.204416811466217e-05,1479289940.8284025
238,2458980.310753,0,2.6e-05,,TESS Sector 24,20822.0,-4.361197352409363e-05,1479289940.8284025
239,2458982.09021,0,2.6e-05,,TESS Sector 24,20833.0,-6.151804700493813e-05,1479289940.8284025
240,2458967.854404,0,2.5e-05,,TESS Sector 24,20745.0,-6.827013567090034e-05,1600000000.0
241,2458980.634314,0,2.5e-05,,TESS Sector 24,20824.0,-2.350378781557083e-05,1600000000.0
242,2458980.957819,0,2.5e-05,,TESS Sector 24,20826.0,-5.939602851867676e-05,1600000000.0
243,2458959.927668,0,2.4e-05,,TESS Sector 24,20696.0,-5.2416231483221054e-05,1736111111.111111
244,2458961.221807,0,2.4e-05,,TESS Sector 24,20704.0,-7.698405534029007e-05,1736111111.111111
245,2458964.133647,0,2.4e-05,,TESS Sector 24,20722.0,-0.0001050122082233429,1736111111.111111
246,2458964.29545,0,2.4e-05,,TESS Sector 24,20723.0,-7.245782762765884e-05,1736111111.111111
247,2458975.134051,0,2.4e-05,,TESS Sector 24,20790.0,-9.134039282798767e-05,1736111111.111111
248,2458981.766661,0,2.4e-05,,TESS Sector 24,20831.0,-6.962614133954048e-05,1736111111.111111
249,2458960.898269,0,2.3e-05,,TESS Sector 24,20702.0,-7.409229874610901e-05,1890359168.2419658
250,2458964.942552,0,2.3e-05,,TESS Sector 24,20727.0,-5.224253982305527e-05,1890359168.2419658
251,2458981.119658,0,2.3e-05,,TESS Sector 24,20827.0,9.157694876194e-06,1890359168.2419658
252,2458981.604906,0,2.2e-05,,TESS Sector 24,20830.0,-5.418015643954277e-05,2066115702.479339
253,2458961.707153,0,2.1e-05,,TESS Sector 24,20707.0,-4.232209175825119e-05,2267573696.145125
254,2458974.810532,0,2.1e-05,,TESS Sector 24,20788.0,-6.944825872778893e-05,2267573696.145125
255,2458977.560659,0,2.1e-05,,TESS Sector 24,20805.0,-4.00301069021225e-05,2267573696.145125
256,2458965.589638,0,2e-05,,TESS Sector 24,20731.0,-4.8026442527770996e-05,2499999999.9999995
257,2458967.53086,0,2e-05,,TESS Sector 24,20743.0,-7.13784247636795e-05,2499999999.9999995
258,2458974.00169,0,2e-05,,TESS Sector 24,20783.0,-5.92181459069252e-05,2499999999.9999995
259,2458978.045955,0,2e-05,,TESS Sector 24,20808.0,-5.536805838346481e-05,2499999999.9999995
260,2458962.192458,0,1.9e-05,,TESS Sector 24,20710.0,-4.866020753979683e-05,2770083102.4930744
261,2458977.884194,0,1.9e-05,,TESS Sector 24,20807.0,-4.592211917042732e-05,2770083102.4930744
262,2458982.25198,0,1.9e-05,,TESS Sector 24,20834.0,-6.196415051817894e-05,2770083102.4930744
263,2458975.942966,0,1.7e-05,,TESS Sector 24,20795.0,-2.8570182621479034e-05,3460207612.4567475
264,2458978.369494,0,1.7e-05,,TESS Sector 24,20810.0,-5.726004019379616e-05,3460207612.4567475
265,2458981.928433,0,1.7e-05,,TESS Sector 24,20832.0,-6.807222962379456e-05,3460207612.4567475
266,2458961.868918,0,1.6e-05,,TESS Sector 24,20708.0,-4.776846617460251e-05,3906250000.0
267,2458974.325201,0,1.6e-05,,TESS Sector 24,20785.0,-8.91098752617836e-05,3906250000.0
268,2458962.354232,0,1.5e-05,,TESS Sector 24,20711.0,-4.5105814933776855e-05,4444444444.444445
269,2458965.104317,0,1.5e-05,,TESS Sector 24,20728.0,-5.768798291683197e-05,4444444444.444445
270,2458964.457192,0,1.4e-05,,TESS Sector 24,20724.0,-0.00010090414434671402,5102040816.32653
271,2458978.207715,0,1.2e-05,,TESS Sector 24,20809.0,-6.581423804163933e-05,6944444444.444444
272,2458964.780782,0,1.1e-05,,TESS Sector 24,20726.0,-5.1795970648527145e-05,8264462809.917356
273,2458968.339733,0,1.1e-05,,TESS Sector 24,20748.0,-5.06080687046051e-05,8264462809.917356
274,2458974.648786,0,1.1e-05,,TESS Sector 24,20787.0,-4.500197246670723e-05,8264462809.917356
275,2458981.281373,0,1.1e-05,,TESS Sector 24,20828.0,-4.6288128942251205e-05,8264462809.917356
276,2458965.266071,0,1e-05,,TESS Sector 24,20729.0,-7.41342082619667e-05,9999999999.999998
277,2458977.722414,0,1e-05,,TESS Sector 24,20806.0,-5.547609180212021e-05,9999999999.999998
278,2458978.531298,0,9e-06,,TESS Sector 24,20811.0,-2.3706350475549698e-05,12345679012.345678
279,2458961.545328,0,8e-06,,TESS Sector 24,20706.0,-9.687617421150208e-05,15625000000.0
280,2458968.016203,0,6e-06,,TESS Sector 24,20746.0,-3.9715785533189774e-05,27777777777.777775
281,2458968.177985,0,6e-06,,TESS Sector 24,20747.0,-2.8162263333797455e-05,27777777777.777775
282,2458981.443106,0,6e-06,,TESS Sector 24,20829.0,-8.373428136110306e-05,27777777777.777775
284,2459672.526471,0,8.7e-05,,TESS Sector 50,25101.0,-6.404612213373184e-05,132117849.1214163
285,2459684.335705,0,8.2e-05,,TESS Sector 50,25174.0,-7.260404527187347e-05,148720999.405116
286,2459685.306328,0,7.5e-05,,TESS Sector 50,25180.0,-7.227994501590729e-05,177777777.77777782
287,2459687.085806,0,6.7e-05,,TESS Sector 50,25191.0,-6.918609142303467e-05,222766763.19893068
